question_id,method,mrr,hit_rate,latency_ms,recall@1,precision@1,ndcg@1,recall@3,precision@3,ndcg@3,recall@5,precision@5,ndcg@5,recall@10,precision@10,ndcg@10,failure_type
q_0118,hybrid,0.5,1.0,0.2032550000876654,0.0,0.0,0.0,1.0,0.3333333333333333,0.6309297535714575,1.0,0.2,0.6309297535714575,1.0,0.1,0.6309297535714575,PASS
q_0120,hybrid,0.5,1.0,0.2655659991432912,0.0,0.0,0.0,1.0,0.3333333333333333,0.6309297535714575,1.0,0.2,0.6309297535714575,1.0,0.1,0.6309297535714575,PASS
q_0121,hybrid,1.0,1.0,0.2413829997749417,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0122,hybrid,0.1428571428571428,1.0,0.2073460000246996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.3333333333333333,RERANKING_FAILURE
q_0123,hybrid,1.0,1.0,0.2134559999831253,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0124,hybrid,0.1111111111111111,1.0,0.1994479998757015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.3010299956639812,RERANKING_FAILURE
q_0126,hybrid,1.0,1.0,0.1832549996834132,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0127,hybrid,0.3333333333333333,1.0,0.2619619999677525,0.0,0.0,0.0,1.0,0.3333333333333333,0.5,1.0,0.2,0.5,1.0,0.1,0.5,PASS
q_0128,hybrid,1.0,1.0,0.2268009993713349,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0130,hybrid,1.0,1.0,0.2410319993941811,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0131,hybrid,0.25,1.0,0.2122420000887359,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.430676558073393,1.0,0.1,0.430676558073393,PASS
q_0132,hybrid,0.125,1.0,0.249388000156614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.3154648767857287,RERANKING_FAILURE
q_0133,hybrid,1.0,1.0,0.2512890005164081,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0134,hybrid,0.1,1.0,0.2042759997493703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.2890648263178879,RERANKING_FAILURE
q_0136,hybrid,1.0,1.0,0.1854829997682827,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0137,hybrid,1.0,1.0,0.2560530001574079,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0138,hybrid,0.5,1.0,0.2008620003834949,0.0,0.0,0.0,1.0,0.3333333333333333,0.6309297535714575,1.0,0.2,0.6309297535714575,1.0,0.1,0.6309297535714575,PASS
q_0140,hybrid,0.25,1.0,0.4389030000311322,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.430676558073393,1.0,0.1,0.430676558073393,PASS
q_0141,hybrid,1.0,1.0,0.3209830001651426,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0142,hybrid,0.1111111111111111,1.0,0.3364220001458307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.3010299956639812,RERANKING_FAILURE
q_0143,hybrid,1.0,1.0,0.2261290001115412,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0144,hybrid,0.25,1.0,0.2976230007334379,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.430676558073393,1.0,0.1,0.430676558073393,PASS
q_0146,hybrid,1.0,1.0,0.1927880002767779,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0147,hybrid,1.0,1.0,0.2718310006457614,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0148,hybrid,1.0,1.0,0.2118640004482586,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0150,hybrid,1.0,1.0,0.2456400006849435,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0151,hybrid,1.0,1.0,0.2786819995890255,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0152,hybrid,0.1,1.0,0.2088880000883364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.2890648263178879,RERANKING_FAILURE
q_0153,hybrid,1.0,1.0,0.2140510005119722,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0154,hybrid,1.0,1.0,0.2303569999639876,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0156,hybrid,1.0,1.0,0.1842259998738882,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0157,hybrid,1.0,1.0,0.2592079999885754,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0158,hybrid,1.0,1.0,0.1996329992834944,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0160,hybrid,1.0,1.0,0.2421440003672614,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0161,hybrid,1.0,1.0,0.2108999997290084,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0162,hybrid,1.0,1.0,0.2235129995824536,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0163,hybrid,1.0,1.0,0.2170550005757832,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0164,hybrid,0.3333333333333333,1.0,0.2268779999212711,0.0,0.0,0.0,1.0,0.3333333333333333,0.5,1.0,0.2,0.5,1.0,0.1,0.5,PASS
q_0166,hybrid,1.0,1.0,0.213839000025473,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0167,hybrid,1.0,1.0,0.2294249998158193,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0168,hybrid,1.0,1.0,0.2007789998970111,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0170,hybrid,1.0,1.0,0.2766380002867663,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0171,hybrid,1.0,1.0,0.2488310001353966,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0172,hybrid,0.3333333333333333,1.0,0.2390469999227207,0.0,0.0,0.0,1.0,0.3333333333333333,0.5,1.0,0.2,0.5,1.0,0.1,0.5,PASS
q_0173,hybrid,1.0,1.0,0.245202999394678,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0174,hybrid,0.5,1.0,0.253113000326266,0.0,0.0,0.0,1.0,0.3333333333333333,0.6309297535714575,1.0,0.2,0.6309297535714575,1.0,0.1,0.6309297535714575,PASS
q_0176,hybrid,0.5,1.0,0.1868470008048461,0.0,0.0,0.0,1.0,0.3333333333333333,0.6309297535714575,1.0,0.2,0.6309297535714575,1.0,0.1,0.6309297535714575,PASS
q_0177,hybrid,0.5,1.0,0.2292819999638595,0.0,0.0,0.0,1.0,0.3333333333333333,0.6309297535714575,1.0,0.2,0.6309297535714575,1.0,0.1,0.6309297535714575,PASS
q_0178,hybrid,1.0,1.0,0.2234410003438824,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0180,hybrid,1.0,1.0,0.2412499998172279,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0181,hybrid,1.0,1.0,0.2122900004906114,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0182,hybrid,0.2,1.0,0.2318160004506353,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.3868528072345416,1.0,0.1,0.3868528072345416,PASS
q_0183,hybrid,1.0,1.0,0.2405129998805932,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0184,hybrid,0.1428571428571428,1.0,0.4188129996691714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.3333333333333333,RERANKING_FAILURE
q_0186,hybrid,1.0,1.0,0.1937880006153136,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0187,hybrid,0.5,1.0,0.5199239994908567,0.0,0.0,0.0,1.0,0.3333333333333333,0.6309297535714575,1.0,0.2,0.6309297535714575,1.0,0.1,0.6309297535714575,PASS
q_0188,hybrid,1.0,1.0,0.3028680002898909,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0190,hybrid,1.0,1.0,0.2325750001546112,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0191,hybrid,1.0,1.0,0.2159220002795336,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0192,hybrid,0.25,1.0,0.2630729995871661,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.430676558073393,1.0,0.1,0.430676558073393,PASS
q_0193,hybrid,1.0,1.0,0.2177849992222036,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0,PASS
q_0194,hybrid,0.1666666666666666,1.0,0.2363559997320408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.3562071871080222,RERANKING_FAILURE
