id,tool_selection_accuracy,tool_precision,tool_recall,tool_f1,argument_accuracy,task_success,unnecessary_tool_call_rate,num_calls,latency_ms
CASE00065,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,12.187839000034728
CASE00066,0.0,0.4,1.0,0.5714285714285715,1.0,0.0,0.6,5,15.319653999540606
CASE00067,0.0,1.0,0.5,0.6666666666666666,0.5,0.0,0.0,1,16.802402000394068
CASE00068,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,26.923549999992247
CASE00069,1.0,1.0,1.0,1.0,0.9230769230769231,0.0,0.0,3,24.700492000192753
CASE00070,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,26.006631000200287
CASE00071,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,6.889419000799535
CASE00072,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.2157660003140336
CASE00073,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,11.651554000309261
CASE00074,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,6.533400000080292
CASE00075,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,38.26858399952471
CASE00076,1.0,1.0,1.0,1.0,0.9090909090909091,0.0,0.0,2,11.259806999987632
CASE00077,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,12.245174999407027
CASE00078,1.0,1.0,1.0,1.0,0.9333333333333333,0.0,0.0,3,28.47970000038913
CASE00079,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,1.4789420001761755
CASE00080,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,42.810256999473495
CASE00081,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.045646999955352
CASE00082,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,24.14788299938664
CASE00083,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,22.669343999950797
CASE00084,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,20.599690999915765
CASE00085,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,2.3674019994359696
CASE00086,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,1.5832609997232794
CASE00087,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,21.55570600007195
CASE00088,1.0,1.0,1.0,1.0,0.9230769230769231,0.0,0.0,3,10.14898399989761
CASE00089,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,8.399469000323734
CASE00090,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,15.704624000136391
CASE00091,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,13.166603000172472
CASE00092,0.0,0.5,1.0,0.6666666666666666,1.0,0.0,0.5,2,7.694558999901346
CASE00093,1.0,1.0,1.0,1.0,0.8,0.0,0.0,1,31.797046000065166
CASE00094,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,22.311368000373477
CASE00095,0.0,1.0,0.5,0.6666666666666666,0.5,0.0,0.0,1,6.398538000212284
CASE00096,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,23.488300000281015
CASE00097,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,29.5344500000283
CASE00098,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,31.8613359995652
CASE00099,1.0,1.0,1.0,1.0,0.8888888888888888,0.0,0.0,3,41.089891999945394
CASE00100,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,21.63833699978568
CASE00101,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,11.639203000413545
CASE00102,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,7.569385000351758
CASE00103,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,11.25444600074843
CASE00104,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,25.595502000214765
CASE00105,1.0,1.0,1.0,1.0,0.9,0.0,0.0,2,12.382617999719514
CASE00106,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,1.0397960004411289
CASE00107,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,12.869951999164186
CASE00108,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,18.903721000242513
CASE00109,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,6.716178999340627
CASE00110,1.0,1.0,1.0,1.0,0.8823529411764706,0.0,0.0,4,13.544580000598216
CASE00111,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,7.197769999947923
CASE00112,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,12.08514500012825
CASE00113,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.028249000228243
CASE00114,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,9.821730000112439
CASE00115,1.0,1.0,1.0,1.0,0.8888888888888888,0.0,0.0,2,59.497230000488344
CASE00116,0.0,0.6666666666666666,1.0,0.8,1.0,0.0,0.3333333333333333,3,3.1722499998068088
CASE00117,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,24.787252999885823
CASE00118,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,6.964125999729731
CASE00119,1.0,1.0,1.0,1.0,0.8888888888888888,0.0,0.0,3,2.307773000211455
CASE00120,1.0,1.0,1.0,1.0,0.9285714285714286,0.0,0.0,4,39.41445800046495
CASE00121,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.9719809995658579
CASE00122,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,19.81244800026616
CASE00123,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0669359999155859
CASE00124,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,3.066405999561539
CASE00125,1.0,1.0,1.0,1.0,0.8571428571428571,0.0,0.0,2,10.132139999768697
CASE00126,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,7.830044999536767
CASE00127,0.0,0.6666666666666666,1.0,0.8,1.0,0.0,0.3333333333333333,3,40.546899999753805
CASE00128,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,3.637846999481553
CASE00129,1.0,1.0,1.0,1.0,0.9,0.0,0.0,3,2.263960999698611
CASE00130,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,3.65278700064664
CASE00131,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.3598760006061639
CASE00132,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.8417449998887605
CASE00133,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,12.852195000050415
CASE00134,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,3.015391000189993
CASE00135,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,11.862984999424953
CASE00136,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,15.029262000098242
CASE00137,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,3.3592869995118235
CASE00138,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,9.108302999266016
CASE00139,0.0,1.0,0.6666666666666666,0.8,0.5,0.0,0.0,2,2.143128999705368
CASE00140,0.0,0.8,1.0,0.888888888888889,1.0,0.0,0.2,5,12.222547999954259
CASE00141,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,11.55302400002256
CASE00142,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0098870006913785
CASE00143,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,2.29181999930006
CASE00144,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,12.777445999745396
CASE00145,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,1.883160999568645
CASE00146,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,6.285059999754594
CASE00147,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,12.179684000329871
CASE00148,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,8.015826000701054
CASE00149,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,1.4190319998306222
CASE00150,1.0,1.0,1.0,1.0,0.875,0.0,0.0,4,14.428929000132484
CASE00151,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.8754929995120619
CASE00152,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,10.031224000158545
CASE00153,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,11.003694000464748
CASE00154,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,3.1971610005712137
CASE00155,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,2.085486999931163
CASE00156,0.0,0.6666666666666666,1.0,0.8,0.75,0.0,0.3333333333333333,3,14.029134000338672
CASE00157,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,3.9462909999201656
CASE00158,0.0,0.75,1.0,0.8571428571428571,1.0,0.0,0.25,4,4.496268000366399
CASE00159,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,20.34336499946221
CASE00160,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,6.646603000262985
CASE00161,1.0,1.0,1.0,1.0,0.8,0.0,0.0,1,26.43850200001907
CASE00162,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,11.462722999567632
CASE00163,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,3.1824699999560835
CASE00164,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,3.274889000749681
CASE00165,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,3.147071999592299
CASE00166,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,6.9889139995211735
CASE00167,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,13.878047999241971
CASE00168,0.0,0.75,1.0,0.8571428571428571,1.0,0.0,0.25,4,14.761565999833692
CASE00169,1.0,1.0,1.0,1.0,0.7777777777777778,0.0,0.0,3,3.6172410000290256
CASE00170,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,14.810905000558705
CASE00171,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0959830005958793
CASE00172,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,23.940107000271382
CASE00173,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.8838860003379523
CASE00174,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,26.987426999767195
CASE00175,0.0,1.0,0.5,0.6666666666666666,0.2,0.0,0.0,1,1.3617280001199106
CASE00176,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,4.004406000603922
CASE00177,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,12.808557999960613
CASE00178,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,33.56798799995886
CASE00179,1.0,1.0,1.0,1.0,0.9166666666666666,0.0,0.0,3,31.380395999804023
CASE00180,0.0,0.8,1.0,0.888888888888889,0.8571428571428571,0.0,0.2,5,14.328375999866694
CASE00181,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,3.2273039996653097
CASE00182,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.1268070002188324
CASE00183,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,19.72235900029773
CASE00184,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.3547879998441203
CASE00185,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,0.9623919995647157
CASE00186,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,4.3755430006058305
CASE00187,1.0,1.0,1.0,1.0,0.7777777777777778,0.0,0.0,2,4.65168599930621
CASE00188,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,20.680319999883068
CASE00189,1.0,1.0,1.0,1.0,0.8888888888888888,0.0,0.0,3,2.2609110001212684
CASE00190,0.0,0.6,0.75,0.6666666666666665,0.7142857142857143,0.0,0.4,5,11.112020999462402
CASE00191,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.188471000205027
CASE00192,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,20.79384500029846
CASE00193,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,3.2800959997985046
CASE00194,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,2.9231960006654845
CASE00195,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,3.2936329998847214
CASE00196,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,7.069342999784567
CASE00197,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,4.891678000603861
CASE00198,0.0,0.75,1.0,0.8571428571428571,1.0,0.0,0.25,4,3.437884000049962
CASE00199,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,28.871053000329994
CASE00200,1.0,1.0,1.0,1.0,0.9230769230769231,0.0,0.0,4,4.053772999213834
CASE00201,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.9508319999440573
CASE00202,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,12.31361800000741
CASE00203,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,4.343840999354143
CASE00204,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.1273320005784626
CASE00205,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,13.824943999679817
CASE00206,0.0,0.5,1.0,0.6666666666666666,1.0,0.0,0.5,4,4.886574000011024
CASE00207,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,10.259085999678064
CASE00208,0.0,0.75,1.0,0.8571428571428571,0.9230769230769231,0.0,0.25,4,24.505518000296433
CASE00209,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,1.4569539998774417
CASE00210,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,2.0913859998472617
CASE00211,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,19.342834999406477
CASE00212,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,3.036793999854126
CASE00213,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.013626000712975
CASE00214,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0473629999978584
CASE00215,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,15.987067999958526
CASE00216,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,5.604183999821544
CASE00217,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,32.2505940002884
CASE00218,0.0,0.6,1.0,0.7499999999999999,1.0,0.0,0.4,5,12.779249999766762
CASE00219,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,6.161549999887939
CASE00220,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,25.5944480004473
CASE00221,1.0,1.0,1.0,1.0,0.8,0.0,0.0,1,2.754995999566745
CASE00222,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.46165300066059
CASE00223,1.0,1.0,1.0,1.0,0.8333333333333334,0.0,0.0,1,16.000683000129357
CASE00224,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,14.255875000344531
CASE00225,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,32.929944999523286
CASE00226,1.0,1.0,1.0,1.0,0.8333333333333334,0.0,0.0,2,3.7814560000697384
CASE00227,0.0,0.6666666666666666,1.0,0.8,1.0,0.0,0.3333333333333333,3,27.65216500029055
CASE00228,1.0,1.0,1.0,1.0,0.9166666666666666,0.0,0.0,3,10.04190200001176
CASE00229,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,2.8490300001067226
CASE00230,1.0,1.0,1.0,1.0,0.9285714285714286,0.0,0.0,4,21.18395499928738
CASE00231,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.007083999866154
CASE00232,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,2.908940999986953
CASE00233,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.8651540001665126
CASE00234,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,2.5387729992871755
CASE00235,1.0,1.0,1.0,1.0,0.8571428571428571,0.0,0.0,2,4.0510090002499055
CASE00236,0.0,0.6666666666666666,1.0,0.8,1.0,0.0,0.3333333333333333,3,3.4063209996020305
CASE00237,1.0,1.0,1.0,1.0,0.7777777777777778,0.0,0.0,2,8.295867000015278
CASE00238,1.0,1.0,1.0,1.0,0.9090909090909091,0.0,0.0,3,4.1848150003716
CASE00239,1.0,1.0,1.0,1.0,0.9090909090909091,0.0,0.0,3,20.9325820005688
CASE00240,0.0,0.8,1.0,0.888888888888889,1.0,0.0,0.2,5,9.263104999263305
CASE00241,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,8.09002200003306
CASE00242,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,2.558503999352979
CASE00243,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.8793310000546626
CASE00244,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.1977510002907366
CASE00245,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,3.340369999932591
CASE00246,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,12.00612499997078
CASE00247,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,1.5457199997399584
CASE00248,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,4.798613000275509
CASE00249,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,2.4564570003349218
CASE00250,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,5.9969759995510685
CASE00251,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0091490003105719
CASE00252,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,14.814663999459299
CASE00253,1.0,1.0,1.0,1.0,0.8,0.0,0.0,1,4.676673000176379
CASE00254,1.0,1.0,1.0,1.0,0.5,0.0,0.0,1,0.9373800003231736
CASE00255,1.0,1.0,1.0,1.0,0.8888888888888888,0.0,0.0,2,4.503950999605877
CASE00256,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,19.298244999845338
CASE00257,1.0,1.0,1.0,1.0,0.8181818181818182,0.0,0.0,2,44.837136999376526
CASE00258,0.0,0.75,1.0,0.8571428571428571,1.0,0.0,0.25,4,5.196443000386353
CASE00259,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,13.56149099956383
CASE00260,0.0,0.6666666666666666,1.0,0.8,0.8666666666666667,0.0,0.3333333333333333,6,4.12642599985702
CASE00261,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0146650001843227
CASE00262,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0323550004613935
CASE00263,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,3.4073030001309235
CASE00264,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,3.1772239999554586
CASE00265,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,1.0225859996353392
CASE00266,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,4.7302189996116795
CASE00267,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,1.8060960001093918
CASE00268,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,3.2434940003440715
CASE00269,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,4.885934999947494
CASE00270,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,8.8604700003998
CASE00271,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,2.2537639997608494
CASE00272,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,22.02149200002168
CASE00273,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.9253369998987182
CASE00274,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,2.52082800034259
CASE00275,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,30.293034000351327
CASE00276,0.0,0.6666666666666666,1.0,0.8,1.0,0.0,0.3333333333333333,3,3.842285000246193
CASE00277,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,12.981330999537022
CASE00278,1.0,1.0,1.0,1.0,0.9285714285714286,0.0,0.0,3,5.040775000452413
CASE00279,0.0,1.0,0.6666666666666666,0.8,0.6,0.0,0.0,2,10.399865999715985
CASE00280,1.0,1.0,1.0,1.0,0.9230769230769231,0.0,0.0,4,4.916457000035734
CASE00281,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,7.387323999864748
CASE00282,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,3.3033459994840086
CASE00283,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,9.465956999520131
CASE00284,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,2.4697199996808195
CASE00285,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,4.354152999439975
CASE00286,0.0,0.5,1.0,0.6666666666666666,1.0,0.0,0.5,4,4.530631999841717
CASE00287,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,1.7836540000644163
CASE00288,1.0,1.0,1.0,1.0,0.9285714285714286,0.0,0.0,3,12.605498999619158
CASE00289,1.0,1.0,1.0,1.0,0.8888888888888888,0.0,0.0,3,2.7142290000483626
CASE00290,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,12.222015999213909
CASE00291,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,16.414066000834282
CASE00292,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,2.9595269998026197
CASE00293,1.0,1.0,1.0,1.0,0.8,0.0,0.0,1,23.298901000089245
CASE00294,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,6.34310799978266
CASE00295,1.0,1.0,1.0,1.0,0.8571428571428571,0.0,0.0,2,4.076952000104939
CASE00296,0.0,0.6666666666666666,1.0,0.8,1.0,0.0,0.3333333333333333,3,3.3551449996593874
CASE00297,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,19.603681999797118
CASE00298,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,7.080931000018609
CASE00299,0.0,1.0,0.6666666666666666,0.8,0.42857142857142855,0.0,0.0,2,1.2804589996449067
CASE00300,1.0,1.0,1.0,1.0,0.9230769230769231,0.0,0.0,4,6.440406999900006
CASE00301,1.0,1.0,1.0,1.0,0.8,0.0,0.0,1,3.5463310005070525
CASE00302,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,13.737351000600029
