id,tool_selection_accuracy,tool_precision,tool_recall,tool_f1,argument_accuracy,task_success,unnecessary_tool_call_rate,num_calls,latency_ms
CASE00054,1.0,1.0,1.0,1.0,0.5,0.0,0.0,1,0.2835469995261519
CASE00055,1.0,1.0,1.0,1.0,0.75,0.0,0.0,2,6.1341869995885645
CASE00056,0.0,0.6666666666666666,1.0,0.8,0.8571428571428571,0.0,0.3333333333333333,3,52.49855700003536
CASE00057,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,5.6777540003167815
CASE00058,0.0,1.0,0.6666666666666666,0.8,0.9090909090909091,0.0,0.0,2,21.821258000272792
CASE00059,0.0,1.0,0.6666666666666666,0.8,0.45454545454545453,0.0,0.0,2,5.587433000073361
CASE00060,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,19.127260999994178
CASE00061,1.0,1.0,1.0,1.0,0.8,0.0,0.0,1,21.6700379996837
CASE00062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2029349998338148
CASE00063,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,5.860212000698084
CASE00064,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,21.44480199967802
CASE00065,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,12.451433000023826
CASE00066,0.0,0.4,1.0,0.5714285714285715,1.0,0.0,0.6,5,11.589123999328876
CASE00067,0.0,1.0,0.5,0.6666666666666666,0.5,0.0,0.0,1,15.799818999767012
CASE00068,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,24.939939000432787
CASE00069,1.0,1.0,1.0,1.0,0.9230769230769231,0.0,0.0,3,23.351415999968594
CASE00070,0.0,1.0,0.75,0.8571428571428571,0.8333333333333334,0.0,0.0,3,18.546620999586594
CASE00071,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,6.182062000334554
CASE00072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.17907699930219678
CASE00073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1892179998321808
CASE00074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.15383099980681436
CASE00075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.3978929998993408
CASE00076,1.0,1.0,1.0,1.0,0.9090909090909091,0.0,0.0,2,12.69012400007341
CASE00077,0.0,1.0,0.5,0.6666666666666666,0.3333333333333333,0.0,0.0,1,0.46519600073224865
CASE00078,1.0,1.0,1.0,1.0,0.9333333333333333,0.0,0.0,3,28.092264999941108
CASE00079,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,0.657931999739958
CASE00080,0.0,1.0,0.75,0.8571428571428571,0.9230769230769231,0.0,0.0,3,38.02386600000318
CASE00081,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.28994599961151835
CASE00082,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,21.076998000353342
CASE00083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.18204400021204492
CASE00084,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,21.271634999720845
CASE00085,0.0,1.0,0.5,0.6666666666666666,0.3333333333333333,0.0,0.0,1,0.41666800007078564
CASE00086,0.0,1.0,0.5,0.6666666666666666,0.25,0.0,0.0,1,0.44296699979895493
CASE00087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.3340880002724589
CASE00088,1.0,1.0,1.0,1.0,0.9230769230769231,0.0,0.0,3,9.922801999891817
CASE00089,0.0,1.0,0.6666666666666666,0.8,0.5833333333333334,0.0,0.0,2,2.555582999775652
CASE00090,0.0,1.0,0.75,0.8571428571428571,0.9285714285714286,0.0,0.0,3,14.90122299946961
CASE00091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.22593799985770602
CASE00092,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,8.033735000026354
CASE00093,1.0,1.0,1.0,1.0,0.8,0.0,0.0,1,21.24778500001412
CASE00094,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,12.965779999831284
CASE00095,0.0,1.0,0.5,0.6666666666666666,0.5,0.0,0.0,1,3.2287320000250475
CASE00096,0.0,1.0,0.5,0.6666666666666666,0.3333333333333333,0.0,0.0,1,0.34594399949128274
CASE00097,0.0,1.0,0.5,0.6666666666666666,0.8,0.0,0.0,1,11.424815000282251
CASE00098,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,24.673292000443325
CASE00099,1.0,1.0,1.0,1.0,0.8888888888888888,0.0,0.0,3,29.506339999898046
CASE00100,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,17.750214999978198
CASE00101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.30883400086167967
CASE00102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.20965099975001067
CASE00103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.150289999510278
CASE00104,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,18.715075999352848
CASE00105,0.0,1.0,0.5,0.6666666666666666,0.3,0.0,0.0,1,9.86340300005395
CASE00106,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,0.2652670000315993
CASE00107,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,11.807075000433542
CASE00108,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,17.43862600051216
CASE00109,0.0,1.0,0.6666666666666666,0.8,0.375,0.0,0.0,2,0.37621499996021157
CASE00110,1.0,1.0,1.0,1.0,0.8823529411764706,0.0,0.0,4,13.169901999390277
CASE00111,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,6.233476000488736
CASE00112,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,10.623574000419467
CASE00113,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.20135600061621517
CASE00114,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,8.297119000417297
CASE00115,0.0,1.0,0.5,0.6666666666666666,0.4444444444444444,0.0,0.0,1,33.56612799962022
CASE00116,0.0,1.0,0.5,0.6666666666666666,0.42857142857142855,0.0,0.0,1,0.7180259999586269
CASE00117,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,22.63951700024336
CASE00118,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,3.7494109992621816
CASE00119,1.0,1.0,1.0,1.0,0.8888888888888888,0.0,0.0,3,9.016580999741564
CASE00120,1.0,1.0,1.0,1.0,0.9285714285714286,0.0,0.0,4,40.97995299980539
CASE00121,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.4829640001844382
CASE00122,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,17.00059699942358
CASE00123,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.3557500003807945
CASE00124,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,3.5284569994473713
CASE00125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.3773759999603499
CASE00126,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,6.782957999348582
CASE00127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5106650005473057
CASE00128,0.0,1.0,0.6666666666666666,0.8,0.5,0.0,0.0,2,0.5997289999868372
CASE00129,0.0,1.0,0.3333333333333333,0.5,0.3,0.0,0.0,1,0.4875639997408143
CASE00130,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,8.644419999654929
CASE00131,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.44633800007432
CASE00132,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.1144620000559371
CASE00133,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,13.639892999890435
CASE00134,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,2.1746700003859587
CASE00135,0.0,1.0,0.5,0.6666666666666666,0.375,0.0,0.0,1,5.7580740003686515
CASE00136,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,17.625344999942172
CASE00137,0.0,1.0,0.5,0.6666666666666666,0.8,0.0,0.0,1,2.1888250003030407
CASE00138,0.0,1.0,0.6666666666666666,0.8,0.7272727272727273,0.0,0.0,2,1.1834649994852953
CASE00139,0.0,1.0,0.6666666666666666,0.8,0.5,0.0,0.0,2,10.44018100037647
CASE00140,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,12.583128999722248
CASE00141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.31373299952974776
CASE00142,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.3065410000999691
CASE00143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.11933200039493386
CASE00144,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,12.098103999960585
CASE00145,0.0,1.0,0.5,0.6666666666666666,0.3333333333333333,0.0,0.0,1,0.4051360001540161
CASE00146,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,3.847414999654575
CASE00147,0.0,1.0,0.5,0.6666666666666666,0.5454545454545454,0.0,0.0,1,7.393825000690413
CASE00148,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,6.7149220003557275
CASE00149,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,0.5874009993931395
CASE00150,0.0,1.0,0.75,0.8571428571428571,0.6875,0.0,0.0,3,5.514247000064643
CASE00151,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.15172500025073532
CASE00152,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,10.48827600061486
CASE00153,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,11.796230000072683
CASE00154,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,2.1276110001053894
CASE00155,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,1.3273369995658868
CASE00156,0.0,0.5,0.5,0.5,0.5,0.0,0.5,2,12.339648000306624
CASE00157,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,2.8779739996025455
CASE00158,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,3.5551340006350074
CASE00159,0.0,1.0,0.6666666666666666,0.8,0.6923076923076923,0.0,0.0,2,8.931059999667923
CASE00160,0.0,1.0,0.5,0.6666666666666666,0.6363636363636364,0.0,0.0,2,6.460102000346524
CASE00161,1.0,1.0,1.0,1.0,0.8,0.0,0.0,1,23.21313199990982
CASE00162,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,11.814859999503824
CASE00163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.26372399952379055
CASE00164,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,2.747202999671572
CASE00165,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,2.294680999511911
CASE00166,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,6.853227999272349
CASE00167,0.0,1.0,0.5,0.6666666666666666,0.6,0.0,0.0,1,1.845038000283239
CASE00168,0.0,1.0,0.6666666666666666,0.8,0.6923076923076923,0.0,0.0,2,12.314788999901793
CASE00169,0.0,1.0,0.6666666666666666,0.8,0.6666666666666666,0.0,0.0,2,9.570191999955568
CASE00170,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,14.549454999723821
CASE00171,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.45184999999037245
CASE00172,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,22.415199000533903
CASE00173,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.3647310004453175
CASE00174,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,24.536865999834845
CASE00175,0.0,1.0,0.5,0.6666666666666666,0.2,0.0,0.0,1,0.5327680000846158
CASE00176,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,3.288998000243737
CASE00177,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,12.037465000503289
CASE00178,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,29.18305299954227
CASE00179,0.0,1.0,0.3333333333333333,0.5,0.08333333333333333,0.0,0.0,1,0.5988720004097559
CASE00180,0.0,0.8,1.0,0.888888888888889,0.8571428571428571,0.0,0.2,5,12.819565999961924
CASE00181,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,2.048305999778677
CASE00182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.25374100005137734
CASE00183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.22374299987859558
CASE00184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.19653800063679228
CASE00185,0.0,1.0,0.5,0.6666666666666666,0.6666666666666666,0.0,0.0,1,0.1988829999390873
CASE00186,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,2.9627060002894723
CASE00187,1.0,1.0,1.0,1.0,0.7777777777777778,0.0,0.0,2,3.2311279992427444
CASE00188,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,11.430455999288824
CASE00189,0.0,1.0,0.6666666666666666,0.8,0.3333333333333333,0.0,0.0,2,0.3968539995184983
CASE00190,0.0,0.6,0.75,0.6666666666666665,0.7142857142857143,0.0,0.4,5,7.478001999515982
CASE00191,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.49370499982615
CASE00192,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,15.520260999437596
CASE00193,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,2.17474199962453
CASE00194,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,2.07048000083887
CASE00195,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,1.365109999824199
CASE00196,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,5.208819000472431
CASE00197,0.0,1.0,0.5,0.6666666666666666,0.4,0.0,0.0,1,2.666869000677252
CASE00198,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,8.559478999814019
CASE00199,0.0,1.0,0.6666666666666666,0.8,0.8,0.0,0.0,2,25.09974599979614
CASE00200,1.0,1.0,1.0,1.0,0.9230769230769231,0.0,0.0,4,3.4469279999029823
CASE00201,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.2640310003698687
CASE00202,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,9.791428999960772
CASE00203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.14319899946713122
CASE00204,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.26677500045479974
CASE00205,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,12.493199999880744
CASE00206,0.0,0.5,1.0,0.6666666666666666,1.0,0.0,0.5,4,5.019170000196027
CASE00207,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,9.916059999341087
CASE00208,0.0,0.75,1.0,0.8571428571428571,0.9230769230769231,0.0,0.25,4,21.049093000328867
CASE00209,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,0.6274930001382018
CASE00210,0.0,1.0,0.75,0.8571428571428571,0.9166666666666666,0.0,0.0,3,6.11846100036928
CASE00211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.14635699972131988
CASE00212,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,2.109288999236014
CASE00213,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.305495999782579
CASE00214,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.24762199973338284
CASE00215,0.0,1.0,0.5,0.6666666666666666,0.6,0.0,0.0,1,1.9160159999955795
CASE00216,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,2.0169899999018526
CASE00217,0.0,1.0,0.5,0.6666666666666666,0.45454545454545453,0.0,0.0,1,3.299393999441236
CASE00218,0.0,0.6,1.0,0.7499999999999999,1.0,0.0,0.4,5,6.290608999734104
CASE00219,0.0,1.0,0.3333333333333333,0.5,0.3333333333333333,0.0,0.0,1,0.38976300038484624
CASE00220,0.0,1.0,0.75,0.8571428571428571,0.9230769230769231,0.0,0.0,3,15.670870000576542
CASE00221,1.0,1.0,1.0,1.0,0.8,0.0,0.0,1,1.8125920005331864
CASE00222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.23575799968966749
CASE00223,1.0,1.0,1.0,1.0,0.8333333333333334,0.0,0.0,1,11.860806999720808
CASE00224,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,10.221728999567858
CASE00225,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,25.901982000505086
CASE00226,1.0,1.0,1.0,1.0,0.8333333333333334,0.0,0.0,2,2.5184969999827445
CASE00227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.18148699928133283
CASE00228,1.0,1.0,1.0,1.0,0.9166666666666666,0.0,0.0,3,8.256670999799098
CASE00229,0.0,1.0,0.6666666666666666,0.8,0.3333333333333333,0.0,0.0,2,0.41222900017601205
CASE00230,0.0,1.0,0.5,0.6666666666666666,0.5,0.0,0.0,2,8.301786999254546
CASE00231,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.3030519992535119
CASE00232,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,2.2616289998040884
CASE00233,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.20398000015120488
CASE00234,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.5199250001387554
CASE00235,0.0,1.0,0.5,0.6666666666666666,0.2857142857142857,0.0,0.0,1,0.815404000604758
CASE00236,0.0,1.0,0.5,0.6666666666666666,0.42857142857142855,0.0,0.0,1,0.5265890004011453
CASE00237,1.0,1.0,1.0,1.0,0.7777777777777778,0.0,0.0,2,5.531947999770637
CASE00238,1.0,1.0,1.0,1.0,0.9090909090909091,0.0,0.0,3,3.193626999745902
CASE00239,0.0,1.0,0.3333333333333333,0.5,0.45454545454545453,0.0,0.0,1,27.80126299967378
CASE00240,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,7.77122599993163
CASE00241,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,6.079421000322327
CASE00242,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.8377619999228045
CASE00243,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.41055300061998423
CASE00244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.25527300022076815
CASE00245,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,2.1712729994760593
CASE00246,0.0,1.0,0.5,0.6666666666666666,0.6666666666666666,0.0,0.0,1,9.876117000203521
CASE00247,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,0.6043769999450888
CASE00248,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,2.5132099999609636
CASE00249,0.0,1.0,0.6666666666666666,0.8,0.45454545454545453,0.0,0.0,2,0.5665230000886368
CASE00250,0.0,1.0,0.75,0.8571428571428571,0.7857142857142857,0.0,0.0,3,2.974175999952422
CASE00251,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.3017859999090433
CASE00252,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,12.99904100051208
CASE00253,1.0,1.0,1.0,1.0,0.8,0.0,0.0,1,2.600491000521288
CASE00254,1.0,1.0,1.0,1.0,0.5,0.0,0.0,1,0.2770750006675371
CASE00255,1.0,1.0,1.0,1.0,0.8888888888888888,0.0,0.0,2,3.0933680000089225
CASE00256,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,13.19480499932979
CASE00257,0.0,1.0,0.5,0.6666666666666666,0.36363636363636365,0.0,0.0,1,24.190136000470375
CASE00258,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,3.8886769998498494
CASE00259,0.0,1.0,0.6666666666666666,0.8,0.6666666666666666,0.0,0.0,2,13.22290600000997
CASE00260,0.0,0.6666666666666666,1.0,0.8,0.8666666666666667,0.0,0.3333333333333333,6,3.8142949997563846
CASE00261,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.21066099998279242
CASE00262,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.3305359996375046
CASE00263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.11724300020432565
CASE00264,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,2.1193700004005223
CASE00265,0.0,1.0,0.5,0.6666666666666666,0.6666666666666666,0.0,0.0,1,0.13456899978336878
CASE00266,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,4.429782000443083
CASE00267,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,0.47062200064829085
CASE00268,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,1.6133899998749257
CASE00269,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,2.4707219999982044
CASE00270,0.0,1.0,0.75,0.8571428571428571,0.7857142857142857,0.0,0.0,3,8.001678999789874
CASE00271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.15162799991230713
CASE00272,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,19.710436999957892
CASE00273,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.2979239998239791
CASE00274,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.8796410004142672
CASE00275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.35098300031677354
CASE00276,0.0,1.0,0.5,0.6666666666666666,0.42857142857142855,0.0,0.0,1,0.427769999987504
CASE00277,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,8.160839000083797
CASE00278,1.0,1.0,1.0,1.0,0.9285714285714286,0.0,0.0,3,4.1950279992306605
CASE00279,0.0,1.0,0.6666666666666666,0.8,0.6,0.0,0.0,2,8.501794999574486
CASE00280,1.0,1.0,1.0,1.0,0.9230769230769231,0.0,0.0,4,3.1341200001406833
CASE00281,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,5.941449000602006
CASE00282,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,2.277272999890556
CASE00283,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,5.557737999879464
CASE00284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.16685499940649606
CASE00285,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,2.9581630005850457
CASE00286,0.0,0.5,1.0,0.6666666666666666,1.0,0.0,0.5,4,3.2827349996296107
CASE00287,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,0.3606260006563389
CASE00288,1.0,1.0,1.0,1.0,0.9285714285714286,0.0,0.0,3,9.03910499982885
CASE00289,0.0,1.0,0.6666666666666666,0.8,0.3333333333333333,0.0,0.0,2,0.4126049998376402
CASE00290,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,18.204506000074616
CASE00291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2587250000942731
CASE00292,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.6675060005582054
CASE00293,1.0,1.0,1.0,1.0,0.8,0.0,0.0,1,20.877300999927684
