id,tool_selection_accuracy,tool_precision,tool_recall,tool_f1,argument_accuracy,task_success,unnecessary_tool_call_rate,num_calls,latency_ms
CASE00045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.6347530006678426
CASE00046,0.0,1.0,0.5,0.6666666666666666,0.5555555555555556,0.0,0.0,1,14.413029999559512
CASE00047,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,5.463171999508631
CASE00048,0.0,0.5,0.3333333333333333,0.4,0.3333333333333333,0.0,0.5,2,25.834756000222114
CASE00049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.3651389997685328
CASE00050,0.0,1.0,0.25,0.4,0.29411764705882354,0.0,0.0,1,18.995546999576618
CASE00051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2492280000296887
CASE00052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1516069996796432
CASE00053,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,5.180043999644113
CASE00054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.20313000004534842
CASE00055,1.0,1.0,1.0,1.0,0.75,0.0,0.0,2,5.623836999802734
CASE00056,0.0,0.5,0.5,0.5,0.2857142857142857,0.0,0.5,2,24.826899999425223
CASE00057,0.0,1.0,0.5,0.6666666666666666,0.6,0.0,0.0,1,5.280397000205994
CASE00058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5091689999972004
CASE00059,0.0,1.0,0.3333333333333333,0.5,0.2727272727272727,0.0,0.0,1,5.408094000813435
CASE00060,0.0,1.0,0.5,0.6666666666666666,0.4,0.0,0.0,2,5.599822000476706
CASE00061,1.0,1.0,1.0,1.0,0.8,0.0,0.0,1,14.62703099969076
CASE00062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.17947300057130633
CASE00063,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,5.1252849998491
CASE00064,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,15.257975999702467
CASE00065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.24849800047377357
CASE00066,0.0,0.3333333333333333,0.5,0.4,0.5555555555555556,0.0,0.6666666666666666,3,2.100263999636809
CASE00067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5779199991593487
CASE00068,0.0,1.0,0.6666666666666666,0.8,0.8,0.0,0.0,2,17.394003999470442
CASE00069,0.0,1.0,0.3333333333333333,0.5,0.23076923076923078,0.0,0.0,1,0.6754939995516906
CASE00070,0.0,1.0,0.25,0.4,0.2777777777777778,0.0,0.0,1,5.256186000224261
CASE00071,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,5.317101999935403
CASE00072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.20947600023646373
CASE00073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.18046999957732623
CASE00074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.146628999573295
CASE00075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.40468199949827977
CASE00076,0.0,1.0,0.5,0.6666666666666666,0.36363636363636365,0.0,0.0,1,1.6374130000258447
CASE00077,0.0,1.0,0.5,0.6666666666666666,0.3333333333333333,0.0,0.0,1,0.40283999987877905
CASE00078,0.0,1.0,0.3333333333333333,0.5,0.3333333333333333,0.0,0.0,1,55.83032300000923
CASE00079,0.0,1.0,0.6666666666666666,0.8,0.6666666666666666,0.0,0.0,2,4.315806999329652
CASE00080,0.0,1.0,0.5,0.6666666666666666,0.6153846153846154,0.0,0.0,2,39.79356000036205
CASE00081,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.6300699997154879
CASE00082,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,17.22939100000076
CASE00083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.18056899989460362
CASE00084,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,18.96069099984743
CASE00085,0.0,1.0,0.5,0.6666666666666666,0.3333333333333333,0.0,0.0,1,0.4586299992297427
CASE00086,0.0,1.0,0.5,0.6666666666666666,0.25,0.0,0.0,1,0.3544350001902785
CASE00087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.3361789995324216
CASE00088,0.0,1.0,0.3333333333333333,0.5,0.38461538461538464,0.0,0.0,1,5.410714999925403
CASE00089,0.0,1.0,0.3333333333333333,0.5,0.25,0.0,0.0,1,0.6869349999760743
CASE00090,0.0,1.0,0.25,0.4,0.35714285714285715,0.0,0.0,1,4.6642130000691395
CASE00091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1796100004867185
CASE00092,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,6.212569999661355
CASE00093,1.0,1.0,1.0,1.0,0.8,0.0,0.0,1,15.157982000346237
CASE00094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2666279997356469
CASE00095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4172330000073998
CASE00096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2095239997288445
CASE00097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.3358960002515232
CASE00098,0.0,1.0,0.6666666666666666,0.8,0.6666666666666666,0.0,0.0,2,10.145731999728014
CASE00099,1.0,1.0,1.0,1.0,0.8888888888888888,0.0,0.0,3,21.946450000541518
CASE00100,0.0,1.0,0.5,0.6666666666666666,0.3333333333333333,0.0,0.0,2,6.1165799997979775
CASE00101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.3407060003155493
CASE00102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2164960005757166
CASE00103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1554910004415433
CASE00104,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,14.722739999342593
CASE00105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4202879999866127
CASE00106,0.0,1.0,0.5,0.6666666666666666,0.3333333333333333,0.0,0.0,1,0.20023099932586774
CASE00107,0.0,1.0,0.5,0.6666666666666666,0.14285714285714285,0.0,0.0,1,0.253715999861015
CASE00108,0.0,1.0,0.3333333333333333,0.5,0.45454545454545453,0.0,0.0,1,4.29686400002538
CASE00109,0.0,1.0,0.3333333333333333,0.5,0.125,0.0,0.0,1,0.3451160000622622
CASE00110,0.0,1.0,0.25,0.4,0.29411764705882354,0.0,0.0,1,6.204643000273791
CASE00111,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,5.490997000379139
CASE00112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.27896400024474133
CASE00113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.10645800011843676
CASE00114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.22529800025949953
CASE00115,0.0,1.0,0.5,0.6666666666666666,0.4444444444444444,0.0,0.0,1,19.830232999993314
CASE00116,0.0,1.0,0.5,0.6666666666666666,0.42857142857142855,0.0,0.0,1,0.47734899999340996
CASE00117,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,16.752913999880548
CASE00118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7167599997046636
CASE00119,0.0,1.0,0.3333333333333333,0.5,0.1111111111111111,0.0,0.0,1,0.6125879999672179
CASE00120,0.0,1.0,0.5,0.6666666666666666,0.42857142857142855,0.0,0.0,2,19.11188099984429
CASE00121,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.293447999865748
CASE00122,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,13.77957500062621
CASE00123,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.33616800010349834
CASE00124,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.8510290001358953
CASE00125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.36273299974709516
CASE00126,0.0,1.0,0.5,0.6666666666666666,0.6,0.0,0.0,1,5.771553999693424
CASE00127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5579359994953847
CASE00128,0.0,1.0,0.6666666666666666,0.8,0.5,0.0,0.0,2,0.64992199986591
CASE00129,0.0,1.0,0.3333333333333333,0.5,0.3,0.0,0.0,1,0.4237139992255834
CASE00130,0.0,1.0,0.5,0.6666666666666666,0.4,0.0,0.0,2,5.620517999886943
CASE00131,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.4722970006696414
CASE00132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.09378699996887008
CASE00133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1467199999751756
CASE00134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.183995000043069
CASE00135,0.0,1.0,0.5,0.6666666666666666,0.375,0.0,0.0,1,6.073956999898655
CASE00136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5838600000060978
CASE00137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2758880000328645
CASE00138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.3580610000426532
CASE00139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.40786499994283076
CASE00140,0.0,1.0,0.5,0.6666666666666666,0.5714285714285714,0.0,0.0,2,5.718143999729364
CASE00141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2634680004121037
CASE00142,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.29497499963326845
CASE00143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1426680000804481
CASE00144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.33838499984994996
CASE00145,0.0,1.0,0.5,0.6666666666666666,0.3333333333333333,0.0,0.0,1,0.32830300006025936
CASE00146,0.0,1.0,0.5,0.6666666666666666,0.7142857142857143,0.0,0.0,1,3.1095869999262504
CASE00147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.42399500034662196
CASE00148,0.0,1.0,0.6666666666666666,0.8,0.75,0.0,0.0,2,4.485389000365103
CASE00149,0.0,1.0,0.6666666666666666,0.8,0.6666666666666666,0.0,0.0,2,0.6103539999458008
CASE00150,0.0,1.0,0.25,0.4,0.3125,0.0,0.0,1,4.491056999540888
CASE00151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.12770200009981636
CASE00152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.15775499923620373
CASE00153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.21918200036452617
CASE00154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.31208599921228597
CASE00155,0.0,1.0,0.5,0.6666666666666666,0.14285714285714285,0.0,0.0,1,0.4709920003733714
CASE00156,0.0,0.5,0.5,0.5,0.5,0.0,0.5,2,7.110964999810676
CASE00157,0.0,1.0,0.5,0.6666666666666666,0.7142857142857143,0.0,0.0,1,3.075501999774133
CASE00158,0.0,1.0,0.3333333333333333,0.5,0.23076923076923078,0.0,0.0,1,0.38214500000322005
CASE00159,0.0,1.0,0.3333333333333333,0.5,0.23076923076923078,0.0,0.0,1,0.4291949999242206
CASE00160,0.0,1.0,0.25,0.4,0.45454545454545453,0.0,0.0,1,4.559228999823972
CASE00161,1.0,1.0,1.0,1.0,0.8,0.0,0.0,1,16.153801999280404
CASE00162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.3521029993862612
CASE00163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.16114799927891
CASE00164,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.5576890000374988
CASE00165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.43657700007315725
CASE00166,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,5.236020000666031
CASE00167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.3269259996159235
CASE00168,0.0,1.0,0.3333333333333333,0.5,0.23076923076923078,0.0,0.0,1,0.5659899998136098
CASE00169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.28538500009744894
CASE00170,0.0,1.0,0.5,0.6666666666666666,0.5,0.0,0.0,2,6.580565000149363
CASE00171,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.4210269999020966
CASE00172,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,16.12452300014411
CASE00173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1377970002067741
CASE00174,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,15.293216999452852
CASE00175,0.0,1.0,0.5,0.6666666666666666,0.2,0.0,0.0,1,0.5391069998950115
CASE00176,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,3.082043000176782
CASE00177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.3308479999759584
CASE00178,0.0,1.0,0.3333333333333333,0.5,0.3333333333333333,0.0,0.0,1,16.53948599960131
CASE00179,0.0,1.0,0.3333333333333333,0.5,0.08333333333333333,0.0,0.0,1,0.6232440000530914
CASE00180,0.0,0.6666666666666666,0.5,0.5714285714285715,0.21428571428571427,0.0,0.3333333333333333,3,7.667871999728959
CASE00181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2808479994200752
CASE00182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1437030005035922
CASE00183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.21594999998342246
CASE00184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.19575799979065778
CASE00185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.18498600002203602
CASE00186,0.0,1.0,0.5,0.6666666666666666,0.2,0.0,0.0,1,0.3584199994293158
CASE00187,0.0,1.0,0.5,0.6666666666666666,0.2222222222222222,0.0,0.0,1,0.8291760004794924
CASE00188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.43542399998841574
CASE00189,0.0,1.0,0.3333333333333333,0.5,0.1111111111111111,0.0,0.0,1,0.3369129999555298
CASE00190,0.0,0.5,0.5,0.5,0.5714285714285714,0.0,0.5,4,5.079073000160861
CASE00191,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.41125400002783863
CASE00192,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,14.446666999901936
CASE00193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.18312999964109622
CASE00194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.20265999955881853
CASE00195,0.0,1.0,0.5,0.6666666666666666,0.14285714285714285,0.0,0.0,1,0.6071719999454217
CASE00196,0.0,1.0,0.5,0.6666666666666666,0.7142857142857143,0.0,0.0,1,3.735302999302803
CASE00197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.32941900008154335
CASE00198,0.0,1.0,0.3333333333333333,0.5,0.3333333333333333,0.0,0.0,1,5.767876999925647
CASE00199,0.0,1.0,0.6666666666666666,0.8,0.8,0.0,0.0,2,18.61078300044028
CASE00200,0.0,1.0,0.25,0.4,0.07692307692307693,0.0,0.0,1,0.29828000060661
CASE00201,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.3032730000995798
CASE00202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.37198400059423875
CASE00203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.12483499995141756
CASE00204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2206029994340497
CASE00205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.08655900001031114
CASE00206,0.0,0.3333333333333333,0.5,0.4,0.7142857142857143,0.0,0.6666666666666666,3,3.2442000001537963
CASE00207,0.0,1.0,0.5,0.6666666666666666,0.3333333333333333,0.0,0.0,1,6.180033000418916
CASE00208,0.0,0.5,0.3333333333333333,0.4,0.15384615384615385,0.0,0.5,2,13.12273500025185
CASE00209,0.0,1.0,0.6666666666666666,0.8,0.6666666666666666,0.0,0.0,2,0.6640410001637065
CASE00210,0.0,1.0,0.25,0.4,0.25,0.0,0.0,1,5.615256000055524
CASE00211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1520850000815699
CASE00212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.18293800076207845
CASE00213,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.2529880002839491
CASE00214,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.25264299983973615
CASE00215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.44712099952448625
CASE00216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.24532000043109292
CASE00217,0.0,1.0,0.5,0.6666666666666666,0.45454545454545453,0.0,0.0,1,2.849231000254804
CASE00218,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.38461538461538464,0.0,0.6666666666666666,3,4.219817999910447
CASE00219,0.0,1.0,0.3333333333333333,0.5,0.3333333333333333,0.0,0.0,1,0.39036899943312164
CASE00220,0.0,1.0,0.5,0.6666666666666666,0.6153846153846154,0.0,0.0,2,4.408924000017578
CASE00221,1.0,1.0,1.0,1.0,0.8,0.0,0.0,1,1.9296509999549016
CASE00222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.23972700000740588
CASE00223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.24918100007198518
CASE00224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2053340003840276
CASE00225,0.0,1.0,0.5,0.6666666666666666,0.7142857142857143,0.0,0.0,1,20.75725400027295
CASE00226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.3224870006306446
CASE00227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.14603599993279204
CASE00228,0.0,1.0,0.6666666666666666,0.8,0.5,0.0,0.0,2,4.2319459998907405
CASE00229,0.0,1.0,0.3333333333333333,0.5,0.1111111111111111,0.0,0.0,1,0.4561619998639799
CASE00230,0.0,1.0,0.25,0.4,0.35714285714285715,0.0,0.0,1,6.1053979998177965
CASE00231,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.27880400011781603
CASE00232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.18227100008516572
CASE00233,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.17376200048602186
CASE00234,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.5178130006461288
CASE00235,0.0,1.0,0.5,0.6666666666666666,0.2857142857142857,0.0,0.0,1,0.7262819999596104
CASE00236,0.0,1.0,0.5,0.6666666666666666,0.42857142857142855,0.0,0.0,1,0.46374500016099773
CASE00237,0.0,1.0,0.5,0.6666666666666666,0.4444444444444444,0.0,0.0,1,3.999042999566882
CASE00238,0.0,1.0,0.3333333333333333,0.5,0.09090909090909091,0.0,0.0,1,0.5342979993656627
CASE00239,0.0,1.0,0.3333333333333333,0.5,0.45454545454545453,0.0,0.0,1,23.32266199937294
CASE00240,0.0,1.0,0.5,0.6666666666666666,0.5714285714285714,0.0,0.0,2,5.923255999732646
CASE00241,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,5.878219999431167
CASE00242,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.8730860001596739
CASE00243,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.3782739995585871
CASE00244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2205279997724574
CASE00245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.23920100011309842
CASE00246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.3193020002072444
CASE00247,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,0.5772259992227191
CASE00248,0.0,1.0,0.3333333333333333,0.5,0.14285714285714285,0.0,0.0,1,0.5366360001062276
CASE00249,0.0,1.0,0.3333333333333333,0.5,0.2727272727272727,0.0,0.0,1,0.4813650002688519
CASE00250,0.0,1.0,0.25,0.4,0.07142857142857142,0.0,0.0,1,0.3507609999360284
CASE00251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.39640700015297625
CASE00252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.15782199989189394
CASE00253,1.0,1.0,1.0,1.0,0.8,0.0,0.0,1,1.4488329998130212
CASE00254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2261949994135648
CASE00255,0.0,1.0,0.5,0.6666666666666666,0.3333333333333333,0.0,0.0,1,0.7809400003679912
CASE00256,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,8.891188000234251
CASE00257,0.0,1.0,0.5,0.6666666666666666,0.36363636363636365,0.0,0.0,1,19.187996000255225
CASE00258,0.0,1.0,0.3333333333333333,0.5,0.23076923076923078,0.0,0.0,1,0.733550000404648
CASE00259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5157040004633018
CASE00260,0.0,0.75,0.75,0.75,0.5333333333333333,0.0,0.25,4,3.3763329993234947
CASE00261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.16927999968174845
CASE00262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4005609998785076
CASE00263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.11215700033062603
CASE00264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.3315470003144583
CASE00265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.07133700000849785
CASE00266,0.0,1.0,0.5,0.6666666666666666,0.7142857142857143,0.0,0.0,1,3.450381000220659
CASE00267,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,0.4775400002472452
CASE00268,0.0,1.0,0.6666666666666666,0.8,0.4,0.0,0.0,2,0.7066529997246107
CASE00269,0.0,1.0,0.6666666666666666,0.8,0.5,0.0,0.0,2,0.5866989995411132
CASE00270,0.0,1.0,0.25,0.4,0.35714285714285715,0.0,0.0,1,4.346762000750459
CASE00271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.151375999848824
CASE00272,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,15.003505000095174
CASE00273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.22708100004820153
CASE00274,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.6320710001309635
CASE00275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.35894400025426876
CASE00276,0.0,1.0,0.5,0.6666666666666666,0.42857142857142855,0.0,0.0,1,0.3637999998318264
CASE00277,0.0,1.0,0.5,0.6666666666666666,0.42857142857142855,0.0,0.0,1,5.60766299986426
CASE00278,0.0,1.0,0.6666666666666666,0.8,0.5,0.0,0.0,2,2.046184000391804
CASE00279,0.0,1.0,0.3333333333333333,0.5,0.26666666666666666,0.0,0.0,1,4.227102000186278
CASE00280,0.0,1.0,0.25,0.4,0.07692307692307693,0.0,0.0,1,0.37521400008699857
CASE00281,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,5.260056000224722
CASE00282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.27411199971538736
CASE00283,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,5.247083000540442
CASE00284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1773550002326374
CASE00285,0.0,1.0,0.5,0.6666666666666666,0.2,0.0,0.0,1,0.36661899957834976
CASE00286,0.0,0.6666666666666666,1.0,0.8,1.0,0.0,0.3333333333333333,3,2.4116840004353435
